dep_time,flight,origin,dest,air_time,distance,carrier,date,arr_delay,time_hour
907,4255,EWR,CHS,94,628,EV,2013-05-05,on_time,2013-05-05T13:00:00Z
1311,1601,EWR,FLL,180,1065,UA,2013-07-03,late,2013-07-03T17:00:00Z
1829,119,EWR,LAX,326,2454,AA,2013-07-25,on_time,2013-07-25T22:00:00Z
1311,348,LGA,ATL,108,762,FL,2013-10-28,on_time,2013-10-28T17:00:00Z
1816,1715,LGA,MSY,176,1183,DL,2013-03-05,on_time,2013-03-05T23:00:00Z
909,1885,LGA,MCO,139,950,DL,2013-03-27,on_time,2013-03-27T13:00:00Z
757,1108,LGA,IAH,235,1416,UA,2013-01-05,late,2013-01-05T12:00:00Z
702,1489,EWR,ORD,113,719,UA,2013-06-03,on_time,2013-06-03T10:00:00Z
1807,1410,LGA,MIA,160,1096,AA,2013-11-01,late,2013-11-01T20:00:00Z
1341,117,JFK,LAX,291,2475,AA,2013-08-26,on_time,2013-08-26T17:00:00Z
1658,1721,EWR,LAX,368,2454,UA,2013-12-10,late,2013-12-10T21:00:00Z
1453,759,LGA,DFW,184,1389,AA,2013-05-28,on_time,2013-05-28T18:00:00Z
1452,4275,JFK,IAD,63,228,9E,2013-06-30,late,2013-06-30T18:00:00Z
803,1109,LGA,TPA,167,1010,DL,2013-06-30,on_time,2013-06-30T12:00:00Z
1626,3771,LGA,IAD,47,229,YV,2013-11-04,on_time,2013-11-04T21:00:00Z
1926,791,LGA,DFW,186,1389,AA,2013-08-01,on_time,2013-08-01T23:00:00Z
1852,669,JFK,SJC,347,2569,B6,2013-09-09,on_time,2013-09-09T22:00:00Z
1154,1174,EWR,BOS,42,200,B6,2013-01-08,on_time,2013-01-08T17:00:00Z
1654,283,JFK,MCO,124,944,B6,2013-10-06,on_time,2013-10-06T20:00:00Z
757,2171,LGA,DCA,49,214,US,2013-08-15,on_time,2013-08-15T12:00:00Z
1811,4225,EWR,MSP,150,1008,EV,2013-06-14,late,2013-06-14T21:00:00Z
1255,1145,LGA,DFW,214,1389,AA,2013-11-17,on_time,2013-11-17T18:00:00Z
1325,1697,JFK,MIA,146,1089,AA,2013-10-28,on_time,2013-10-28T16:00:00Z
1631,320,EWR,DFW,199,1372,AA,2013-10-12,late,2013-10-12T18:00:00Z
1717,3881,EWR,CVG,96,569,9E,2013-03-20,on_time,2013-03-20T20:00:00Z
1345,1073,LGA,MIA,160,1096,AA,2013-03-25,on_time,2013-03-25T17:00:00Z
134,839,JFK,BQN,223,1576,B6,2013-08-18,late,2013-08-18T03:00:00Z
801,4148,EWR,BOS,48,200,EV,2013-09-22,on_time,2013-09-22T12:00:00Z
1454,3425,JFK,DCA,40,213,MQ,2013-11-29,on_time,2013-11-29T19:00:00Z
1836,5451,LGA,PIT,60,335,EV,2013-11-22,on_time,2013-11-22T23:00:00Z
1141,327,LGA,ORD,120,733,AA,2013-02-08,on_time,2013-02-08T16:00:00Z
1424,333,LGA,ORD,109,733,AA,2013-08-27,on_time,2013-08-27T18:00:00Z
2139,515,EWR,FLL,166,1065,B6,2013-04-04,on_time,2013-04-04T01:00:00Z
552,2114,LGA,BOS,38,184,US,2013-04-30,on_time,2013-04-30T10:00:00Z
741,1591,EWR,IAH,173,1400,UA,2013-09-04,on_time,2013-09-04T11:00:00Z
654,235,EWR,MCO,135,937,UA,2013-01-30,on_time,2013-01-30T11:00:00Z
1448,1935,LGA,TPA,134,1010,DL,2013-10-13,on_time,2013-10-13T18:00:00Z
1453,3359,JFK,RDU,69,427,MQ,2013-06-23,on_time,2013-06-23T18:00:00Z
849,2140,LGA,BOS,39,184,US,2013-09-20,on_time,2013-09-20T13:00:00Z
1956,381,LGA,FLL,152,1076,B6,2013-04-03,on_time,2013-04-03T23:00:00Z
2056,4536,EWR,CVG,98,569,EV,2013-11-05,on_time,2013-11-05T01:00:00Z
605,249,EWR,MDW,104,711,WN,2013-08-28,on_time,2013-08-28T10:00:00Z
750,307,LGA,ORD,120,733,AA,2013-11-01,on_time,2013-11-01T11:00:00Z
1643,343,LGA,ORD,126,733,AA,2013-12-03,on_time,2013-12-03T21:00:00Z
814,1429,JFK,LAS,301,2248,DL,2013-09-20,on_time,2013-09-20T12:00:00Z
1322,3867,EWR,CVG,96,569,9E,2013-05-23,late,2013-05-23T17:00:00Z
656,583,LGA,ORD,119,733,UA,2013-04-24,on_time,2013-04-24T11:00:00Z
1617,4684,EWR,SDF,92,642,EV,2013-09-26,on_time,2013-09-26T20:00:00Z
1730,4411,EWR,MEM,130,946,EV,2013-10-13,on_time,2013-10-13T21:00:00Z
1450,1744,LGA,IAH,196,1416,UA,2013-10-02,on_time,2013-10-02T18:00:00Z
1914,791,LGA,DFW,172,1389,AA,2013-07-08,on_time,2013-07-08T23:00:00Z
832,5812,EWR,CHS,90,628,EV,2013-08-03,on_time,2013-08-03T12:00:00Z
1620,3341,JFK,DTW,86,509,9E,2013-08-18,on_time,2013-08-18T20:00:00Z
956,5711,JFK,IAD,46,228,EV,2013-08-15,on_time,2013-08-15T13:00:00Z
1130,2219,LGA,MSP,140,1020,DL,2013-03-01,on_time,2013-03-01T16:00:00Z
1616,3359,JFK,BOS,36,187,9E,2013-04-26,on_time,2013-04-26T20:00:00Z
954,181,LGA,DTW,80,502,DL,2013-03-07,late,2013-03-07T14:00:00Z
628,575,EWR,ATL,108,746,DL,2013-05-29,on_time,2013-05-29T10:00:00Z
818,1400,EWR,MCO,132,937,UA,2013-08-13,late,2013-08-13T12:00:00Z
2015,649,JFK,SFO,341,2586,B6,2013-05-16,on_time,2013-05-16T00:00:00Z
2038,1069,JFK,AUS,216,1521,B6,2013-04-07,on_time,2013-04-07T00:00:00Z
1657,1078,EWR,SAT,206,1569,UA,2013-09-22,on_time,2013-09-22T20:00:00Z
1012,1103,EWR,CLT,96,529,US,2013-02-19,on_time,2013-02-19T15:00:00Z
1403,744,EWR,DFW,169,1372,UA,2013-07-08,on_time,2013-07-08T17:00:00Z
1354,2247,LGA,ATL,113,762,DL,2013-04-25,on_time,2013-04-25T17:00:00Z
845,219,JFK,CLT,94,541,B6,2013-12-14,on_time,2013-12-14T13:00:00Z
1202,654,EWR,MDW,102,711,WN,2013-07-09,on_time,2013-07-09T16:00:00Z
1316,456,JFK,PHX,345,2153,US,2013-12-09,on_time,2013-12-09T18:00:00Z
1619,369,LGA,PBI,145,1035,B6,2013-06-19,on_time,2013-06-19T20:00:00Z
955,1110,EWR,LAS,324,2227,UA,2013-11-05,on_time,2013-11-05T14:00:00Z
755,1558,EWR,PHX,320,2133,WN,2013-01-28,on_time,2013-01-28T13:00:00Z
1436,1902,LGA,PBI,140,1035,DL,2013-08-20,on_time,2013-08-20T18:00:00Z
1101,500,EWR,LAX,341,2454,UA,2013-04-16,on_time,2013-04-16T15:00:00Z
2238,299,LGA,MCO,121,950,B6,2013-07-21,late,2013-07-21T21:00:00Z
1244,3388,LGA,CMH,72,479,MQ,2013-07-07,on_time,2013-07-07T16:00:00Z
1434,4205,JFK,BWI,42,184,9E,2013-05-30,on_time,2013-05-30T18:00:00Z
1829,400,LGA,ATL,109,762,FL,2013-11-03,late,2013-11-03T22:00:00Z
1654,1085,JFK,CLT,78,541,B6,2013-05-17,on_time,2013-05-17T21:00:00Z
843,301,JFK,SJU,208,1598,DL,2013-08-03,on_time,2013-08-03T12:00:00Z
1159,3305,LGA,MKE,121,738,9E,2013-11-21,on_time,2013-11-21T17:00:00Z
1305,2175,LGA,DCA,44,214,US,2013-06-16,on_time,2013-06-16T17:00:00Z
1006,1480,EWR,SFO,345,2565,UA,2013-10-27,on_time,2013-10-27T14:00:00Z
1918,2075,EWR,DFW,173,1372,AA,2013-05-01,on_time,2013-05-01T23:00:00Z
2230,486,JFK,ROC,57,264,B6,2013-12-19,on_time,2013-12-19T03:00:00Z
2201,2065,JFK,FLL,146,1069,DL,2013-07-13,late,2013-07-13T01:00:00Z
815,409,EWR,CLT,79,529,US,2013-09-06,on_time,2013-09-06T12:00:00Z
1614,375,EWR,SEA,344,2402,UA,2013-11-01,late,2013-11-01T19:00:00Z
2044,1295,JFK,AUS,218,1521,B6,2013-12-01,on_time,2013-12-01T01:00:00Z
1600,5293,LGA,ORF,45,296,EV,2013-09-10,on_time,2013-09-10T19:00:00Z
1637,1619,LGA,MSP,160,1020,DL,2013-10-14,on_time,2013-10-14T20:00:00Z
1054,403,JFK,SJU,199,1598,B6,2013-06-25,on_time,2013-06-25T14:00:00Z
1537,3523,JFK,ORD,130,740,9E,2013-01-24,on_time,2013-01-24T20:00:00Z
1007,4240,EWR,BUF,51,282,EV,2013-06-13,on_time,2013-06-13T14:00:00Z
1659,2183,LGA,DCA,51,214,US,2013-06-20,on_time,2013-06-20T21:00:00Z
823,3851,EWR,CMH,69,463,EV,2013-08-22,late,2013-08-22T12:00:00Z
1220,3404,LGA,RDU,65,431,MQ,2013-09-19,on_time,2013-09-19T16:00:00Z
1636,673,EWR,ATL,98,746,DL,2013-08-22,late,2013-08-22T18:00:00Z
1158,1947,LGA,ATL,100,762,DL,2013-09-29,on_time,2013-09-29T16:00:00Z
1359,2177,LGA,DCA,46,214,US,2013-05-24,on_time,2013-05-24T18:00:00Z
2010,1703,EWR,BOS,32,200,UA,2013-12-09,late,2013-12-09T01:00:00Z
911,5222,EWR,DTW,87,488,EV,2013-10-14,on_time,2013-10-14T13:00:00Z
1422,1161,LGA,PBI,142,1035,B6,2013-04-08,on_time,2013-04-08T18:00:00Z
638,983,LGA,TPA,139,1010,B6,2013-04-16,on_time,2013-04-16T10:00:00Z
937,271,LGA,FLL,171,1076,B6,2013-12-02,late,2013-12-02T14:00:00Z
907,1496,EWR,IAH,210,1400,UA,2013-03-25,on_time,2013-03-25T13:00:00Z
957,2457,LGA,MSY,197,1183,DL,2013-10-19,on_time,2013-10-19T14:00:00Z
1123,4418,JFK,DCA,51,213,MQ,2013-01-14,late,2013-01-14T13:00:00Z
1255,5283,LGA,CVG,82,585,EV,2013-09-24,on_time,2013-09-24T17:00:00Z
1502,2181,LGA,MCO,125,950,DL,2013-10-05,on_time,2013-10-05T19:00:00Z
958,65,JFK,TPA,134,1005,B6,2013-05-25,on_time,2013-05-25T14:00:00Z
805,3538,JFK,MSP,142,1029,9E,2013-05-01,on_time,2013-05-01T12:00:00Z
624,303,LGA,ORD,120,733,AA,2013-09-08,on_time,2013-09-08T10:00:00Z
2050,3384,LGA,CLT,73,544,MQ,2013-09-07,on_time,2013-09-07T01:00:00Z
1832,4580,EWR,MKE,130,725,EV,2013-12-05,late,2013-12-05T20:00:00Z
1453,393,LGA,MCO,173,950,B6,2013-02-25,late,2013-02-25T19:00:00Z
1047,41,JFK,MCO,134,944,B6,2013-06-18,on_time,2013-06-18T14:00:00Z
538,775,LGA,IAH,189,1416,UA,2013-07-02,on_time,2013-07-02T09:00:00Z
1816,17,JFK,LAX,293,2475,DL,2013-07-14,on_time,2013-07-14T22:00:00Z
1751,720,EWR,CLT,119,529,US,2013-04-19,late,2013-04-19T19:00:00Z
807,929,JFK,RSW,146,1074,B6,2013-09-09,on_time,2013-09-09T12:00:00Z
1650,4328,EWR,MSY,168,1167,EV,2013-11-13,on_time,2013-11-13T21:00:00Z
1651,753,JFK,PBI,171,1028,B6,2013-11-27,late,2013-11-27T21:00:00Z
1439,366,LGA,ATL,109,762,FL,2013-05-22,on_time,2013-05-22T18:00:00Z
558,371,LGA,FLL,144,1076,B6,2013-03-16,on_time,2013-03-16T10:00:00Z
1339,117,JFK,LAX,308,2475,AA,2013-08-21,on_time,2013-08-21T17:00:00Z
1433,673,EWR,ATL,107,746,DL,2013-09-17,on_time,2013-09-17T18:00:00Z
1654,1683,EWR,CLE,66,404,UA,2013-03-04,on_time,2013-03-04T21:00:00Z
1157,2179,LGA,DCA,63,214,US,2013-08-28,late,2013-08-28T16:00:00Z
2010,418,JFK,BOS,33,187,B6,2013-10-16,on_time,2013-10-16T00:00:00Z
2257,718,JFK,BOS,37,187,B6,2013-09-09,on_time,2013-09-09T02:00:00Z
623,1507,EWR,CLT,75,529,US,2013-04-18,on_time,2013-04-18T10:00:00Z
1704,327,EWR,MCO,126,937,B6,2013-08-31,on_time,2013-08-31T21:00:00Z
1541,3461,LGA,BNA,112,764,MQ,2013-07-20,late,2013-07-20T15:00:00Z
830,3492,JFK,DCA,40,213,9E,2013-10-12,on_time,2013-10-12T12:00:00Z
1803,1016,JFK,BOS,36,187,B6,2013-04-17,on_time,2013-04-17T22:00:00Z
1836,785,LGA,DFW,190,1389,AA,2013-05-20,late,2013-05-20T21:00:00Z
2024,3730,EWR,ORD,111,719,MQ,2013-06-07,late,2013-06-07T22:00:00Z
1758,415,JFK,SFO,342,2586,B6,2013-09-02,on_time,2013-09-02T22:00:00Z
748,885,JFK,RDU,66,427,B6,2013-08-27,on_time,2013-08-27T12:00:00Z
1732,2231,LGA,DTW,79,502,DL,2013-03-25,late,2013-03-25T20:00:00Z
1130,4589,LGA,DTW,74,502,MQ,2013-05-20,late,2013-05-20T14:00:00Z
656,2279,LGA,MIA,146,1096,AA,2013-08-04,on_time,2013-08-04T11:00:00Z
556,2161,LGA,DCA,47,214,US,2013-05-13,on_time,2013-05-13T10:00:00Z
1839,731,JFK,LAX,300,2475,UA,2013-09-04,late,2013-09-04T21:00:00Z
716,3,JFK,SJU,196,1598,B6,2013-08-23,on_time,2013-08-23T11:00:00Z
1954,2189,LGA,DCA,43,214,US,2013-03-08,on_time,2013-03-08T01:00:00Z
1655,2183,LGA,DCA,52,214,US,2013-01-17,on_time,2013-01-17T22:00:00Z
2100,1439,EWR,LAX,320,2454,UA,2013-07-31,on_time,2013-07-31T00:00:00Z
700,2279,LGA,MIA,163,1096,AA,2013-01-02,on_time,2013-01-02T12:00:00Z
1453,1769,JFK,MIA,182,1089,AA,2013-03-20,on_time,2013-03-20T18:00:00Z
1041,1110,EWR,LAS,302,2227,UA,2013-10-21,on_time,2013-10-21T14:00:00Z
1238,5797,EWR,RIC,51,277,EV,2013-12-28,on_time,2013-12-28T17:00:00Z
738,49,JFK,PBI,135,1028,B6,2013-05-31,on_time,2013-05-31T10:00:00Z
940,1682,EWR,DEN,223,1605,UA,2013-12-28,on_time,2013-12-28T14:00:00Z
1709,387,EWR,PDX,335,2434,UA,2013-09-28,on_time,2013-09-28T21:00:00Z
1739,587,EWR,LAS,305,2227,UA,2013-12-11,on_time,2013-12-11T22:00:00Z
1006,75,EWR,PHX,291,2133,US,2013-04-17,on_time,2013-04-17T14:00:00Z
1713,1367,JFK,SAT,238,1587,DL,2013-03-19,on_time,2013-03-19T20:00:00Z
843,1643,EWR,DEN,231,1605,UA,2013-09-20,on_time,2013-09-20T12:00:00Z
2235,4449,JFK,DCA,49,213,MQ,2013-03-08,late,2013-03-08T02:00:00Z
1842,1022,EWR,SNA,318,2434,UA,2013-10-11,on_time,2013-10-11T22:00:00Z
1559,1734,JFK,BTV,48,266,B6,2013-07-02,on_time,2013-07-02T19:00:00Z
1652,733,EWR,LAS,331,2227,UA,2013-01-11,late,2013-01-11T21:00:00Z
2051,3317,LGA,RDU,68,431,MQ,2013-11-21,on_time,2013-11-21T02:00:00Z
2032,531,EWR,DFW,237,1372,UA,2013-02-22,on_time,2013-02-22T01:00:00Z
1459,5437,LGA,CMH,79,479,EV,2013-11-15,late,2013-11-15T18:00:00Z
600,433,EWR,MDW,111,711,WN,2013-04-17,on_time,2013-04-17T10:00:00Z
756,715,LGA,MSY,155,1183,DL,2013-05-01,on_time,2013-05-01T12:00:00Z
653,1865,JFK,SFO,349,2586,DL,2013-06-01,on_time,2013-06-01T11:00:00Z
1103,3824,EWR,IAD,43,212,EV,2013-05-25,late,2013-05-25T14:00:00Z
1151,667,LGA,ORD,113,733,UA,2013-10-24,on_time,2013-10-24T16:00:00Z
904,1711,EWR,IAH,193,1400,UA,2013-10-14,on_time,2013-10-14T13:00:00Z
627,4535,EWR,MSP,166,1008,EV,2013-09-09,on_time,2013-09-09T10:00:00Z
1314,300,EWR,DFW,199,1372,AA,2013-12-26,on_time,2013-12-26T18:00:00Z
1700,45,JFK,LAS,311,2248,AA,2013-11-20,on_time,2013-11-20T22:00:00Z
1747,4571,EWR,ORF,56,284,EV,2013-12-19,on_time,2013-12-19T22:00:00Z
1833,1248,EWR,MIA,156,1085,UA,2013-07-01,late,2013-07-01T22:00:00Z
1741,3771,LGA,IAD,47,229,YV,2013-07-01,late,2013-07-01T20:00:00Z
1313,1641,EWR,MCO,138,937,UA,2013-12-06,on_time,2013-12-06T18:00:00Z
1548,3433,JFK,DCA,46,213,MQ,2013-08-14,late,2013-08-14T19:00:00Z
1242,1947,LGA,ATL,110,762,DL,2013-09-26,late,2013-09-26T16:00:00Z
1056,642,JFK,SFO,345,2586,UA,2013-02-24,on_time,2013-02-24T16:00:00Z
1432,1204,EWR,CLE,64,404,UA,2013-03-10,on_time,2013-03-10T18:00:00Z
658,1415,JFK,SLC,272,1990,DL,2013-04-11,on_time,2013-04-11T11:00:00Z
1115,5373,LGA,GSO,72,461,EV,2013-09-09,on_time,2013-09-09T15:00:00Z
827,4558,LGA,CLE,69,419,MQ,2013-05-17,on_time,2013-05-17T12:00:00Z
726,831,LGA,DTW,75,502,DL,2013-09-04,on_time,2013-09-04T11:00:00Z
959,51,JFK,HNL,608,4983,HA,2013-05-14,on_time,2013-05-14T14:00:00Z
1214,1227,EWR,PHX,323,2133,UA,2013-02-11,on_time,2013-02-11T17:00:00Z
1454,1107,EWR,DEN,220,1605,UA,2013-03-05,on_time,2013-03-05T19:00:00Z
1818,654,EWR,ORD,128,719,UA,2013-11-11,late,2013-11-11T23:00:00Z
2131,3621,JFK,DCA,47,213,MQ,2013-09-18,on_time,2013-09-18T01:00:00Z
28,1130,EWR,DFW,200,1372,UA,2013-04-11,late,2013-04-11T00:00:00Z
1632,3822,EWR,IAD,72,212,EV,2013-05-30,late,2013-05-30T18:00:00Z
1725,2331,LGA,DTW,89,502,DL,2013-05-16,on_time,2013-05-16T21:00:00Z
1836,1518,EWR,DTW,82,488,DL,2013-12-05,late,2013-12-05T21:00:00Z
756,759,EWR,MDW,110,711,WN,2013-12-28,on_time,2013-12-28T12:00:00Z
1347,1705,LGA,MSY,181,1183,DL,2013-02-05,on_time,2013-02-05T18:00:00Z
913,1004,JFK,BOS,34,187,B6,2013-03-06,on_time,2013-03-06T14:00:00Z
2112,4119,EWR,RIC,51,277,EV,2013-07-03,on_time,2013-07-03T00:00:00Z
2035,3603,LGA,DTW,81,502,MQ,2013-08-08,on_time,2013-08-08T00:00:00Z
1107,2099,LGA,MIA,158,1096,AA,2013-01-17,on_time,2013-01-17T16:00:00Z
1657,1905,EWR,DFW,200,1372,AA,2013-02-28,on_time,2013-02-28T22:00:00Z
1125,1161,EWR,PBI,146,1023,UA,2013-12-14,on_time,2013-12-14T16:00:00Z
1151,4235,EWR,MCI,185,1092,EV,2013-03-17,late,2013-03-17T14:00:00Z
2046,105,JFK,ORD,111,740,B6,2013-07-29,late,2013-07-29T00:00:00Z
1215,3848,EWR,CLT,84,529,EV,2013-12-03,on_time,2013-12-03T17:00:00Z
1539,4135,JFK,BWI,37,184,9E,2013-03-26,on_time,2013-03-26T19:00:00Z
558,1596,JFK,LAX,321,2475,UA,2013-05-22,on_time,2013-05-22T10:00:00Z
1519,573,EWR,TPA,157,997,B6,2013-11-02,on_time,2013-11-02T19:00:00Z
1924,4520,EWR,PWM,52,284,EV,2013-01-23,late,2013-01-23T23:00:00Z
1447,366,LGA,ATL,106,762,FL,2013-04-15,on_time,2013-04-15T18:00:00Z
816,929,JFK,RSW,170,1074,B6,2013-10-20,on_time,2013-10-20T12:00:00Z
807,27,JFK,ATL,107,760,DL,2013-08-14,on_time,2013-08-14T12:00:00Z
1429,1073,LGA,MIA,159,1096,AA,2013-09-12,late,2013-09-12T17:00:00Z
2044,4085,EWR,OMA,151,1134,EV,2013-06-21,on_time,2013-06-21T00:00:00Z
1634,918,JFK,BOS,41,187,B6,2013-08-31,on_time,2013-08-31T20:00:00Z
651,711,LGA,DFW,196,1389,AA,2013-08-09,on_time,2013-08-09T10:00:00Z
1931,3535,JFK,CMH,69,483,MQ,2013-08-19,on_time,2013-08-19T23:00:00Z
1919,3413,JFK,BWI,37,184,9E,2013-05-07,on_time,2013-05-07T23:00:00Z
1709,4202,EWR,STL,149,872,EV,2013-10-16,on_time,2013-10-16T21:00:00Z
2126,1787,JFK,TPA,132,1005,AA,2013-03-09,late,2013-03-09T00:00:00Z
1213,329,LGA,ORD,102,733,AA,2013-06-24,on_time,2013-06-24T16:00:00Z
1726,181,JFK,LAX,303,2475,AA,2013-09-30,on_time,2013-09-30T20:00:00Z
1314,4100,EWR,MEM,133,946,EV,2013-07-08,on_time,2013-07-08T17:00:00Z
1625,15,JFK,FLL,149,1069,B6,2013-05-11,on_time,2013-05-11T20:00:00Z
1355,2247,LGA,ATL,120,762,DL,2013-07-12,on_time,2013-07-12T17:00:00Z
1845,2370,LGA,PBI,133,1035,DL,2013-05-30,on_time,2013-05-30T22:00:00Z
854,1885,LGA,MCO,127,950,DL,2013-07-19,on_time,2013-07-19T13:00:00Z
923,271,LGA,FLL,178,1076,B6,2013-07-13,late,2013-07-13T13:00:00Z
712,443,JFK,MIA,150,1089,AA,2013-07-20,on_time,2013-07-20T11:00:00Z
2030,3433,JFK,PIT,66,340,9E,2013-08-07,late,2013-08-07T23:00:00Z
818,4950,LGA,BNA,101,764,EV,2013-06-25,on_time,2013-06-25T12:00:00Z
1325,286,JFK,ROC,49,264,B6,2013-08-11,on_time,2013-08-11T17:00:00Z
754,3854,EWR,GSO,71,445,EV,2013-05-23,on_time,2013-05-23T11:00:00Z
1747,177,JFK,SFO,372,2586,AA,2013-02-17,on_time,2013-02-17T22:00:00Z
2153,4449,JFK,DCA,53,213,MQ,2013-04-13,late,2013-04-13T00:00:00Z
554,461,LGA,ATL,111,762,DL,2013-05-13,on_time,2013-05-13T10:00:00Z
2016,225,JFK,TPA,123,1005,B6,2013-08-25,on_time,2013-08-25T23:00:00Z
1256,3388,LGA,CMH,85,479,MQ,2013-11-21,on_time,2013-11-21T17:00:00Z
1928,225,JFK,TPA,136,1005,B6,2013-07-26,on_time,2013-07-26T23:00:00Z
545,1403,JFK,SJU,212,1598,B6,2013-09-11,on_time,2013-09-11T09:00:00Z
2229,629,JFK,HOU,235,1428,B6,2013-03-13,late,2013-03-13T00:00:00Z
1656,1365,EWR,DTW,73,488,DL,2013-10-11,on_time,2013-10-11T20:00:00Z
927,199,LGA,MCO,122,950,B6,2013-10-05,on_time,2013-10-05T13:00:00Z
900,600,JFK,PWM,53,273,B6,2013-06-14,on_time,2013-06-14T13:00:00Z
1130,1875,LGA,TPA,139,1010,DL,2013-06-22,on_time,2013-06-22T15:00:00Z
1553,1771,JFK,DTW,95,509,DL,2013-01-17,on_time,2013-01-17T20:00:00Z
727,1668,EWR,SFO,320,2565,UA,2013-06-21,on_time,2013-06-21T11:00:00Z
729,675,JFK,MSY,153,1182,B6,2013-06-27,late,2013-06-27T10:00:00Z
1852,1613,JFK,SJU,187,1598,AA,2013-03-23,on_time,2013-03-23T22:00:00Z
726,1641,LGA,IAH,214,1416,UA,2013-01-19,on_time,2013-01-19T12:00:00Z
1054,5309,LGA,BGR,56,378,EV,2013-09-25,on_time,2013-09-25T15:00:00Z
555,3525,LGA,RDU,65,431,MQ,2013-07-31,on_time,2013-07-31T10:00:00Z
1123,2219,LGA,MSP,152,1020,DL,2013-02-05,on_time,2013-02-05T16:00:00Z
1443,686,EWR,PHX,313,2133,US,2013-12-16,late,2013-12-16T18:00:00Z
1116,179,JFK,SFO,361,2586,AA,2013-11-25,late,2013-11-25T15:00:00Z
1456,3359,JFK,RDU,74,427,MQ,2013-09-09,on_time,2013-09-09T18:00:00Z
651,2116,LGA,BOS,36,184,US,2013-03-29,on_time,2013-03-29T11:00:00Z
1025,3853,EWR,BNA,100,748,EV,2013-07-15,on_time,2013-07-15T14:00:00Z
1400,1783,JFK,MCO,147,944,B6,2013-10-07,on_time,2013-10-07T17:00:00Z
1852,803,JFK,SJU,197,1598,B6,2013-08-13,late,2013-08-13T21:00:00Z
730,2010,LGA,PHL,38,96,US,2013-11-27,late,2013-11-27T12:00:00Z
754,3353,JFK,DTW,90,509,9E,2013-10-19,on_time,2013-10-19T12:00:00Z
1958,1225,EWR,PBI,141,1023,UA,2013-12-07,on_time,2013-12-07T00:00:00Z
1625,1107,EWR,DEN,214,1605,UA,2013-06-25,late,2013-06-25T19:00:00Z
611,1743,JFK,ATL,115,760,DL,2013-04-17,on_time,2013-04-17T10:00:00Z
1855,87,JFK,LAX,332,2475,DL,2013-04-04,on_time,2013-04-04T23:00:00Z
1316,1219,EWR,DFW,215,1372,UA,2013-02-18,on_time,2013-02-18T18:00:00Z
854,714,EWR,MIA,164,1085,UA,2013-02-01,on_time,2013-02-01T13:00:00Z
1558,630,EWR,DEN,232,1605,WN,2013-11-26,on_time,2013-11-26T20:00:00Z
1659,509,EWR,FLL,136,1065,B6,2013-02-10,on_time,2013-02-10T22:00:00Z
1223,4147,EWR,BUF,48,282,EV,2013-03-26,on_time,2013-03-26T16:00:00Z
1229,4649,EWR,CLT,84,529,EV,2013-10-26,on_time,2013-10-26T16:00:00Z
1838,2139,LGA,MIA,168,1096,DL,2013-11-15,on_time,2013-11-15T23:00:00Z
1758,989,JFK,FLL,168,1069,B6,2013-01-03,on_time,2013-01-03T23:00:00Z
843,3810,EWR,BUF,44,282,EV,2013-10-11,on_time,2013-10-11T12:00:00Z
1128,987,EWR,TPA,156,997,UA,2013-01-01,on_time,2013-01-01T16:00:00Z
1847,1047,LGA,ATL,118,762,DL,2013-02-27,on_time,2013-02-27T22:00:00Z
619,1199,EWR,BOS,36,200,UA,2013-09-06,on_time,2013-09-06T10:00:00Z
1021,518,JFK,BOS,35,187,B6,2013-10-06,on_time,2013-10-06T14:00:00Z
1855,235,JFK,SEA,384,2422,AA,2013-12-12,late,2013-12-12T23:00:00Z
612,5599,EWR,MSP,147,1008,EV,2013-09-17,on_time,2013-09-17T10:00:00Z
1500,1813,JFK,MCO,122,944,AA,2013-08-05,on_time,2013-08-05T19:00:00Z
1852,4059,LGA,DAY,81,549,9E,2013-06-14,on_time,2013-06-14T22:00:00Z
1754,4413,LGA,XNA,173,1147,MQ,2013-05-15,on_time,2013-05-15T22:00:00Z
1652,89,JFK,SAN,331,2446,B6,2013-10-10,on_time,2013-10-10T20:00:00Z
1530,996,EWR,SFO,325,2565,UA,2013-07-11,on_time,2013-07-11T19:00:00Z
1950,3591,LGA,RDU,64,431,MQ,2013-08-06,on_time,2013-08-06T00:00:00Z
818,4485,EWR,RDU,69,416,EV,2013-03-31,on_time,2013-03-31T12:00:00Z
2025,5678,EWR,CVG,91,569,EV,2013-06-25,late,2013-06-25T21:00:00Z
742,1456,LGA,IAH,208,1416,UA,2013-11-12,on_time,2013-11-12T12:00:00Z
1521,1638,EWR,CLE,67,404,UA,2013-10-08,on_time,2013-10-08T19:00:00Z
902,4667,EWR,MSP,133,1008,EV,2013-08-21,on_time,2013-08-21T13:00:00Z
2111,425,EWR,FLL,141,1065,UA,2013-05-18,on_time,2013-05-18T00:00:00Z
957,5812,EWR,CHS,92,628,EV,2013-08-11,on_time,2013-08-11T14:00:00Z
642,4138,EWR,MSP,147,1008,EV,2013-03-22,on_time,2013-03-22T10:00:00Z
1751,535,JFK,LAX,333,2475,UA,2013-07-07,late,2013-07-07T21:00:00Z
1911,669,JFK,SJC,315,2569,B6,2013-07-13,late,2013-07-13T22:00:00Z
20,4276,EWR,BDL,23,116,EV,2013-06-19,late,2013-06-19T01:00:00Z
2239,1816,JFK,SYR,40,209,B6,2013-09-09,on_time,2013-09-09T02:00:00Z
